"","GTAP_Region","CLUM_category","year","NApercent","ZScore_Index","MaxMin_Index"
"1626","Norway","Gross Fixed Capital Formation",2011,0,0.304674893014616,0.454020296826933
"1627","Norway","Housing",2011,14.2857142857143,0.785566245719485,0.9553624314196
"1628","Norway","Services",2011,28.5714285714286,0.676806577755769,0.748645193156952
"1629","Oman","Food",2004,54.5454545454545,0.167830127294108,0.598228148082833
"1630","Oman","Government",2004,20,-0.0321145996544749,0.437342193134896
"1631","Oman","Housing",2004,16.6666666666667,0.407049507758665,0.86517305842307
"1632","Oman","Services",2004,38.8888888888889,-0.325295038834676,0.389083051726376
"1633","Oman","Food",2007,54.5454545454545,0.211207439440545,0.572020161304643
"1634","Oman","Gross Fixed Capital Formation",2007,50,0.233715197565348,0.665337436893969
"1635","Oman","Housing",2007,28.5714285714286,0.450844120079822,0.89196307768173
"1636","Oman","Personal Transportation",2007,88.8888888888889,0.400278939801113,0.666666666666667
"1637","Oman","Services",2007,47.6190476190476,-0.165589419763196,0.458304437686327
"1638","Oman","Food",2011,50,0.482955755869481,0.596294623171999
"1639","Oman","Gross Fixed Capital Formation",2011,50,0.566020430832089,0.661478730359818
"1640","Oman","Housing",2011,28.5714285714286,0.551964249575446,0.928556942392044
"1641","Oman","Services",2011,33.3333333333333,-0.0178721224001594,0.579294839293019
"1642","Pakistan","Food",2004,45.4545454545455,0.167922217532822,0.562998511129438
"1643","Pakistan","Government",2004,10,-0.435401706349956,0.464706738267107
"1644","Pakistan","Gross Fixed Capital Formation",2004,40,-0.46884763284868,0.284879618548171
"1645","Pakistan","Housing",2004,16.6666666666667,-0.612848844066454,0.495515566388784
"1646","Pakistan","Services",2004,33.3333333333333,-0.888576231649474,0.410802933596389
"1647","Pakistan","Food",2007,45.4545454545455,0.502565152155518,0.579698701861055
"1648","Pakistan","Government",2007,9.09090909090909,-0.435068528311798,0.509649220756301
"1649","Pakistan","Gross Fixed Capital Formation",2007,16.6666666666667,-0.324100387094156,0.385851860858938
"1650","Pakistan","Housing",2007,28.5714285714286,-0.559734691892999,0.534152154689807
"1651","Pakistan","Personal Transportation",2007,88.8888888888889,-0.284132427760462,0.552447552447553
"1652","Pakistan","Services",2007,19.047619047619,-0.591753411918732,0.462669961377646
"1653","Pakistan","Food",2011,0,-0.318432647928993,0.502653491286615
"1654","Pakistan","Government",2011,16.6666666666667,-0.682395687735698,0.438260936585845
"1655","Pakistan","Gross Fixed Capital Formation",2011,33.3333333333333,-0.422905979759801,0.347999441085637
"1656","Pakistan","Housing",2011,14.2857142857143,-0.30511093857004,0.593555190285319
"1657","Pakistan","Services",2011,14.2857142857143,-0.675884390617189,0.471103532886934
"1658","Panama","Food",2004,54.5454545454545,-0.546134189183957,0.449417138288924
"1659","Panama","Government",2004,10,0.0139650635404863,0.535934170068572
"1660","Panama","Gross Fixed Capital Formation",2004,40,0.142288540990683,0.322915623368214
"1661","Panama","Housing",2004,16.6666666666667,0.315070889160124,0.809704358524489
"1662","Panama","Services",2004,11.1111111111111,-0.136672794874293,0.541819429008618
"1663","Panama","Food",2007,45.4545454545455,-0.302019499820129,0.409463157888707
"1664","Panama","Government",2007,27.2727272727273,0.157453290640175,0.617850575075094
"1665","Panama","Gross Fixed Capital Formation",2007,16.6666666666667,0.18318414408294,0.459460365960199
"1666","Panama","Housing",2007,28.5714285714286,0.333855983567309,0.830695736606986
"1667","Panama","Personal Transportation",2007,88.8888888888889,0.302505887292317,0.65034965034965
"1668","Panama","Services",2007,23.8095238095238,0.00600517615859873,0.585096149631807
"1669","Panama","Food",2011,40,-0.335290964128402,0.409911593510863
"1670","Panama","Government",2011,0,-0.0178426094949162,0.499166263361456
"1671","Panama","Gross Fixed Capital Formation",2011,16.6666666666667,1.14004650300333,0.661184972228411
"1672","Panama","Housing",2011,28.5714285714286,0.373451833768182,0.856971534397668
"1673","Panama","Services",2011,19.047619047619,0.096237803458389,0.602967887741258
"1674","Paraguay","Food",2004,45.4545454545455,-0.226566489962926,0.455751574639361
"1675","Paraguay","Government",2004,0,0.147925064310192,0.544246299171387
"1676","Paraguay","Gross Fixed Capital Formation",2004,60,0.286509427174932,0.493612581936271
"1677","Paraguay","Housing",2004,0,-0.0337683987990828,0.667737895524191
"1678","Paraguay","Services",2004,11.1111111111111,0.4125089549176,0.620283188155017
"1679","Paraguay","Food",2007,45.4545454545455,0.262541739760351,0.476069397116864
"1680","Paraguay","Government",2007,0,0.0629954954863553,0.570643240929119
"1681","Paraguay","Gross Fixed Capital Formation",2007,16.6666666666667,-0.0766269963442959,0.437078825590775
"1682","Paraguay","Housing",2007,14.2857142857143,0.024522126351154,0.699906121131576
"1683","Paraguay","Personal Transportation",2007,88.8888888888889,-0.144456638462181,0.575757575757576
"1684","Paraguay","Services",2007,28.5714285714286,0.245495237457958,0.560226071293699
"1685","Paraguay","Food",2011,50,0.480852434970352,0.578658233849759
"1686","Paraguay","Government",2011,0,0.254234491664992,0.540873062731922
"1687","Paraguay","Gross Fixed Capital Formation",2011,16.6666666666667,-0.29425745390964,0.33234377627198
"1688","Paraguay","Housing",2011,14.2857142857143,0.118056842176579,0.741849271066225
"1689","Paraguay","Services",2011,28.5714285714286,0.394993335382105,0.592099851851798
"1690","Peru","Food",2004,54.5454545454545,-0.560810449818355,0.456665152148595
"1691","Peru","Government",2004,0,0.0351383754595868,0.541173499462239
"1692","Peru","Gross Fixed Capital Formation",2004,0,-0.458148616660744,0.166125363248852
"1693","Peru","Housing",2004,0,-0.475098406708112,0.548166856301025
"1694","Peru","Services",2004,5.55555555555556,-0.248430480333209,0.493306100109754
"1695","Peru","Food",2007,18.1818181818182,0.120477185157469,0.623520689260672
"1696","Peru","Government",2007,9.09090909090909,0.206446561122725,0.557470028107463
"1697","Peru","Gross Fixed Capital Formation",2007,0,-0.562174385454627,0.285551970450276
"1698","Peru","Housing",2007,14.2857142857143,-0.386801476814748,0.599444166854805
"1699","Peru","Personal Transportation",2007,88.8888888888889,-0.00478084916390084,0.599067599067599
"1700","Peru","Services",2007,14.2857142857143,-0.216246894221966,0.529761494142413
"1701","Peru","Food",2011,10,0.411721862481436,0.67530350477154
"1702","Peru","Government",2011,0,0.0422011982271053,0.512148338436324
"1703","Peru","Gross Fixed Capital Formation",2011,0,-0.246553085729255,0.345234252136116
"1704","Peru","Housing",2011,0,-0.204259344519492,0.642837301522819
"1705","Peru","Personal Transportation",2011,16.6666666666667,0.707106781186547,1
"1706","Peru","Services",2011,14.2857142857143,-0.202292561094485,0.543073881824387
"1707","Philippines","Food",2004,54.5454545454545,-0.179995573281057,0.510630418712456
"1708","Philippines","Government",2004,0,0.203454819762085,0.57309852196926
"1709","Philippines","Gross Fixed Capital Formation",2004,0,-0.234094112438445,0.224522508573831
"1710","Philippines","Housing",2004,0,-0.221377445871118,0.599083697571625
"1711","Philippines","Services",2004,5.55555555555556,-0.444949591350328,0.505385146120113
"1712","Philippines","Food",2007,45.4545454545455,0.00155015797896518,0.464399629846236
"1713","Philippines","Government",2007,0,0.128678941803576,0.576421752222964
"1714","Philippines","Gross Fixed Capital Formation",2007,0,-0.408572973536756,0.334994313454497
"1715","Philippines","Housing",2007,14.2857142857143,-0.231432291151885,0.613730724917692
"1716","Philippines","Personal Transportation",2007,88.8888888888889,-0.437775795988571,0.526806526806527
"1717","Philippines","Services",2007,14.2857142857143,-0.479730467349015,0.494286837810834
"1718","Philippines","Food",2011,0,-0.141604254499065,0.52581370216434
"1719","Philippines","Government",2011,33.3333333333333,0.245673242754209,0.545055232272638
"1720","Philippines","Gross Fixed Capital Formation",2011,0,-0.546606324527489,0.296413610741196
"1721","Philippines","Housing",2011,0,-0.0512669358816164,0.659492788043869
"1722","Philippines","Services",2011,47.6190476190476,-0.565486468488746,0.353006265920936
"1723","Poland","Food",2004,45.4545454545455,0.445840114548099,0.548903954664296
"1724","Poland","Government",2004,10,-0.39967434798853,0.408504371876496
"1725","Poland","Gross Fixed Capital Formation",2004,0,-0.0388993910203026,0.267830400059802
"1726","Poland","Housing",2004,16.6666666666667,0.850616741642242,0.942961054196314
"1727","Poland","Services",2004,22.2222222222222,0.453537671938346,0.678207992858483
"1728","Poland","Food",2007,36.3636363636364,0.275207190791447,0.497409191295831
"1729","Poland","Government",2007,9.09090909090909,-0.142356266457642,0.503226676947088
"1730","Poland","Gross Fixed Capital Formation",2007,0,-0.128436178129092,0.379286372306483
"1731","Poland","Housing",2007,14.2857142857143,0.820601459652063,0.955242049054278
"1732","Poland","Personal Transportation",2007,88.8888888888889,0.162830097994036,0.627039627039627
"1733","Poland","Services",2007,28.5714285714286,0.47743760411857,0.697953868057833
"1734","Poland","Food",2011,50,0.182358640362899,0.562961742831741
"1735","Poland","Government",2011,8.33333333333333,-0.00889575888103191,0.471862128636332
"1736","Poland","Gross Fixed Capital Formation",2011,0,0.119644987666148,0.42574441415689
"1737","Poland","Housing",2011,14.2857142857143,0.814812758309648,0.967750322035234
"1738","Poland","Services",2011,23.8095238095238,0.511053253529857,0.720523018079507
"1739","Portugal","Food",2004,45.4545454545455,0.53298646857428,0.55755559938613
"1740","Portugal","Government",2004,10,0.0510234028699358,0.490642615239762
"1741","Portugal","Gross Fixed Capital Formation",2004,20,0.970633363151253,0.51748215306379
"1742","Portugal","Housing",2004,0,0.734014515713944,0.914020005542428
"1743","Portugal","Services",2004,22.2222222222222,0.448515628039041,0.669391972398208
"1744","Portugal","Food",2007,45.4545454545455,0.233352627873174,0.543034587516455
"1745","Portugal","Government",2007,9.09090909090909,0.150109400348531,0.561584147730511
"1746","Portugal","Gross Fixed Capital Formation",2007,16.6666666666667,0.673893321496443,0.569586433506511
"1747","Portugal","Housing",2007,14.2857142857143,0.743536872872166,0.928649339227385
"1748","Portugal","Personal Transportation",2007,88.8888888888889,0.819306307695955,0.736596736596737
"1749","Portugal","Services",2007,33.3333333333333,0.377291286713472,0.656668178509525
"1750","Portugal","Food",2011,50,0.172772405700414,0.561088402849196
"1751","Portugal","Government",2011,8.33333333333333,0.164830782514159,0.506955335038735
"1752","Portugal","Gross Fixed Capital Formation",2011,16.6666666666667,1.20534417403925,0.692246367388029
"1753","Portugal","Housing",2011,14.2857142857143,0.761148987692171,0.948574772413634
"1754","Portugal","Services",2011,28.5714285714286,0.455658190881659,0.695636841258754
"1755","Puerto Rico","Government",2004,90,-0.337974829820615,0.752531431250065
"1756","Puerto Rico","Gross Fixed Capital Formation",2004,60,0.103232454476915,0.500672522623878
"1757","Puerto Rico","Housing",2004,50,0.185820122070658,0.76540189134978
"1758","Puerto Rico","Services",2004,50,-0.0333514543270514,0.431508899109988
"1759","Puerto Rico","Government",2007,81.8181818181818,-0.855832626329715,0.724530030343748
"1760","Puerto Rico","Gross Fixed Capital Formation",2007,66.6666666666667,0.744778564064997,0.858296144513582
"1761","Puerto Rico","Housing",2007,57.1428571428571,0.142026935780567,0.765439070397949
"1762","Puerto Rico","Services",2007,52.3809523809524,-0.179797797734818,0.448707353481694
"1763","Puerto Rico","Government",2011,75,-0.715392298873316,0.711344913291244
"1764","Puerto Rico","Gross Fixed Capital Formation",2011,66.6666666666667,0.824265288002208,0.889705882352941
"1765","Puerto Rico","Housing",2011,57.1428571428571,0.0805997171168619,0.765488675795506
"1766","Puerto Rico","Services",2011,38.0952380952381,0.202366135533278,0.605248627448101
"1767","Qatar","Government",2004,40,-0.241505607408012,0.582938253961262
"1768","Qatar","Gross Fixed Capital Formation",2004,40,0.227146578278069,0.425163912806568
"1769","Qatar","Housing",2004,0,0.908110570263484,0.962515807019827
"1770","Qatar","Services",2004,11.1111111111111,0.144491489109062,0.605133678888948
"1771","Qatar","Government",2007,54.5454545454545,-0.49660893953552,0.578628946277697
"1772","Qatar","Gross Fixed Capital Formation",2007,33.3333333333333,0.225388488505393,0.560065399329043
"1773","Qatar","Housing",2007,14.2857142857143,0.881942707077401,0.966924363598204
"1774","Qatar","Personal Transportation",2007,88.8888888888889,0.0790246244150676,0.613053613053613
"1775","Qatar","Services",2007,19.047619047619,0.263245495698233,0.653258627226237
"1776","Qatar","Government",2011,25,0.288434123938681,0.478559875513828
"1777","Qatar","Gross Fixed Capital Formation",2011,16.6666666666667,-0.0764849419255212,0.428884229693754
"1778","Qatar","Housing",2011,14.2857142857143,0.859022670488115,0.975652294560719
"1779","Qatar","Services",2011,23.8095238095238,0.155951149363254,0.601123463745586
"1780","Romania","Food",2004,36.3636363636364,0.415764295282914,0.464230827654168
"1781","Romania","Government",2004,10,-0.621631150346516,0.373535804346169
"1782","Romania","Gross Fixed Capital Formation",2004,0,-0.0283222243852778,0.269152279883885
"1783","Romania","Housing",2004,0,0.394530077469018,0.790761452858807
"1784","Romania","Services",2004,11.1111111111111,0.220293427859863,0.632093019846417
"1785","Romania","Food",2007,36.3636363636364,-0.478238544174707,0.400024964779546
"1786","Romania","Government",2007,9.09090909090909,-0.260257855354516,0.484736546262961
"1787","Romania","Gross Fixed Capital Formation",2007,0,-0.188909812247892,0.370908024163753
"1788","Romania","Housing",2007,14.2857142857143,0.419356134282839,0.815083908686395
"1789","Romania","Personal Transportation",2007,88.8888888888889,0.218700413713348,0.636363636363636
"1790","Romania","Services",2007,23.8095238095238,0.321104462764934,0.667368861545306
"1791","Romania","Food",2011,40,-0.0207192510592107,0.463280956456292
"1792","Romania","Government",2011,8.33333333333333,-0.281651002209079,0.422143887376193
"1793","Romania","Gross Fixed Capital Formation",2011,0,0.134819838503144,0.423009227765564
"1794","Romania","Housing",2011,14.2857142857143,0.461806377997084,0.846915062821654
"1795","Romania","Services",2011,19.047619047619,0.298503165953488,0.687273730950699
"1796","Russian Federation","Food",2004,36.3636363636364,-0.120060879854791,0.425676328291295
"1797","Russian Federation","Government",2004,20,-0.184075597979208,0.447338748808356
"1798","Russian Federation","Gross Fixed Capital Formation",2004,20,-0.271799337528627,0.27904100350707
"1799","Russian Federation","Housing",2004,0,0.566118660823694,0.866073859743667
"1800","Russian Federation","Services",2004,44.4444444444444,0.336352994904471,0.519375803862571
"1801","Russian Federation","Food",2007,36.3636363636364,0.0273772839865749,0.425570358345188
"1802","Russian Federation","Government",2007,27.2727272727273,-0.203389645244306,0.491927351929137
"1803","Russian Federation","Gross Fixed Capital Formation",2007,0,0.16978133354832,0.452754947552175
"1804","Russian Federation","Housing",2007,14.2857142857143,0.553738988874288,0.876225272633836
"1805","Russian Federation","Personal Transportation",2007,88.8888888888889,-0.479678532778054,0.51981351981352
"1806","Russian Federation","Services",2007,33.3333333333333,0.518621152967269,0.691730403832073
"1807","Russian Federation","Food",2011,50,0.230218985072244,0.562568462553314
"1808","Russian Federation","Government",2011,33.3333333333333,-0.0537493668783722,0.49584414995924
"1809","Russian Federation","Gross Fixed Capital Formation",2011,16.6666666666667,0.426795883068876,0.460921167160129
"1810","Russian Federation","Housing",2011,14.2857142857143,0.53896222224372,0.888011961185595
"1811","Russian Federation","Services",2011,38.0952380952381,0.577105590133658,0.702318206025995
"1812","Rwanda","Food",2004,54.5454545454545,-1.2711438334957,0.321325064800631
"1813","Rwanda","Gross Fixed Capital Formation",2004,60,-1.37521304098108,0.0897667210891809
"1814","Rwanda","Housing",2004,16.6666666666667,-0.917337907047789,0.409804252980726
"1815","Rwanda","Personal Transportation",2004,90,-0.332756026535501,0.19
"1816","Rwanda","Services",2004,38.8888888888889,-0.602535864970493,0.342614717921987
"1817","Rwanda","Food",2007,54.5454545454545,-1.01802032383878,0.350382379644076
"1818","Rwanda","Government",2007,36.3636363636364,0.300840424012891,0.714306923339956
"1819","Rwanda","Gross Fixed Capital Formation",2007,50,-0.399817989249658,0.402729499676896
"1820","Rwanda","Housing",2007,14.2857142857143,-1.00217361186672,0.357273296011443
"1821","Rwanda","Personal Transportation",2007,77.7777777777778,-1.06467297502667,0.185218230045816
"1822","Rwanda","Services",2007,28.5714285714286,-0.322562721338399,0.462376032075064
"1823","Rwanda","Food",2011,50,-0.464749102313353,0.429951492783388
"1824","Rwanda","Government",2011,16.6666666666667,0.183313388718602,0.484486236514442
"1825","Rwanda","Gross Fixed Capital Formation",2011,33.3333333333333,-1.09349682696839,0.282491885407172
"1826","Rwanda","Housing",2011,14.2857142857143,-1.04638281494834,0.369094447892961
"1827","Rwanda","Personal Transportation",2011,83.3333333333333,-0.627709143739304,0.441148922884796
"1828","Rwanda","Services",2011,19.047619047619,-0.531138620333834,0.508756141062367
"1829","Saudi Arabia","Food",2004,54.5454545454545,0.320513863322099,0.606192113120351
"1830","Saudi Arabia","Government",2004,10,0.813867708679219,0.653983475835126
"1831","Saudi Arabia","Housing",2004,0,0.785097337916773,0.92772909721815
"1832","Saudi Arabia","Services",2004,38.8888888888889,0.0643515247916792,0.455234848245683
"1833","Saudi Arabia","Food",2007,54.5454545454545,0.316816130803688,0.592769216021125
"1834","Saudi Arabia","Gross Fixed Capital Formation",2007,33.3333333333333,0.12000743670245,0.529839014858059
"1835","Saudi Arabia","Housing",2007,14.2857142857143,0.765376743489928,0.933435342711318
"1836","Saudi Arabia","Personal Transportation",2007,88.8888888888889,0.525987150169566,0.687645687645688
"1837","Saudi Arabia","Services",2007,28.5714285714286,0.242045158089448,0.611378566457708
"1838","Saudi Arabia","Food",2011,50,0.194312627418895,0.556823766203543
"1839","Saudi Arabia","Gross Fixed Capital Formation",2011,33.3333333333333,0.735654343899398,0.55898096455725
"1840","Saudi Arabia","Housing",2011,14.2857142857143,0.740231944401069,0.940410364479986
"1841","Saudi Arabia","Services",2011,28.5714285714286,0.265598300620142,0.632656676089793
"1842","Senegal","Food",2004,36.3636363636364,-0.677462875357897,0.32142306680241
"1843","Senegal","Goods",2004,33.3333333333333,-0.106577565106629,0.194675779967696
"1844","Senegal","Government",2004,10,-0.25241705552544,0.472187700703002
"1845","Senegal","Gross Fixed Capital Formation",2004,80,-1.1796311109847,0.407446133333333
"1846","Senegal","Housing",2004,0,-0.833183118707953,0.436947099071267
"1847","Senegal","Services",2004,11.1111111111111,-0.805974998251695,0.435070957731075
"1848","Senegal","Food",2007,54.5454545454545,-0.815630132279676,0.45551674124519
"1849","Senegal","Goods",2007,16.6666666666667,0.135787539115173,0.416235199880379
"1850","Senegal","Gross Fixed Capital Formation",2007,50,-0.178161073126038,0.585259369025094
"1851","Senegal","Housing",2007,14.2857142857143,-0.858883165423943,0.450510770815966
"1852","Senegal","Personal Transportation",2007,66.6666666666667,-0.6777819673197,0.313814835809658
"1853","Senegal","Services",2007,19.047619047619,-0.83307612286355,0.422441560905294
"1854","Senegal","Food",2011,10,-0.215586858205393,0.563618629809781
"1855","Senegal","Goods",2011,44.4444444444444,-0.589725684135249,0.25434959254339
"1856","Senegal","Government",2011,8.33333333333333,0.148514307224429,0.493556964926646
"1857","Senegal","Gross Fixed Capital Formation",2011,50,-0.496568728520632,0.42366935035402
"1858","Senegal","Housing",2011,14.2857142857143,-0.855637532667533,0.46983318716254
"1859","Senegal","Services",2011,9.52380952380952,-0.408419483077501,0.533931986023608
"1860","Singapore","Government",2004,20,1.25950821631727,0.714072636462339
"1861","Singapore","Gross Fixed Capital Formation",2004,20,0.0491449070578416,0.339727730367584
"1862","Singapore","Housing",2004,0,1.02137870684338,1
"1863","Singapore","Services",2004,38.8888888888889,1.15859748174007,0.756156609483575
"1864","Singapore","Government",2007,18.1818181818182,1.00668301482723,0.644818811129817
"1865","Singapore","Gross Fixed Capital Formation",2007,0,-0.212339861867123,0.339989867062946
"1866","Singapore","Housing",2007,14.2857142857143,0.984994055089574,1
"1867","Singapore","Personal Transportation",2007,88.8888888888889,2.36970756890687,0.995337995337995
"1868","Singapore","Services",2007,28.5714285714286,0.873050575970841,0.733568285551951
"1869","Singapore","Government",2011,25,1.15873318778576,0.639376147160146
"1870","Singapore","Gross Fixed Capital Formation",2011,0,0.317445914526424,0.468246920431662
"1871","Singapore","Housing",2011,14.2857142857143,0.936408584654766,1
"1872","Singapore","Services",2011,42.8571428571429,0.940249413190721,0.68061172417735
"1873","Slovakia","Personal Transportation",2007,88.8888888888889,0.148862519064208,0.624708624708625
"1874","Slovenia","Food",2004,36.3636363636364,1.37311408240875,0.62945322985057
"1875","Slovenia","Government",2004,10,-0.0749566780039081,0.459326190105471
"1876","Slovenia","Gross Fixed Capital Formation",2004,0,0.404248713999053,0.351464397813782
"1877","Slovenia","Housing",2004,0,0.807658546890671,0.929944079994985
"1878","Slovenia","Services",2004,16.6666666666667,0.660356471148461,0.720734206836437
"1879","Slovenia","Food",2007,45.4545454545455,0.157117990470238,0.516703794066478
"1880","Slovenia","Government",2007,9.09090909090909,0.0332385419614021,0.529258936726615
"1881","Slovenia","Gross Fixed Capital Formation",2007,0,0.218091582800748,0.433826214441704
"1882","Slovenia","Housing",2007,14.2857142857143,0.794310341247307,0.938879390959345
"1883","Slovenia","Personal Transportation",2007,88.8888888888889,0.903111781274923,0.750582750582751
"1884","Slovenia","Services",2007,28.5714285714286,0.723881474578063,0.739983119300197
"1885","Slovenia","Food",2011,40,0.18678939504973,0.492584068758461
"1886","Slovenia","Government",2011,8.33333333333333,0.315574025624862,0.527022639124302
"1887","Slovenia","Gross Fixed Capital Formation",2011,0,0.506082798357223,0.495042903898545
"1888","Slovenia","Housing",2011,14.2857142857143,0.77172722156095,0.948244924519729
"1889","Slovenia","Services",2011,19.047619047619,0.684061112625631,0.766019877974225
"1890","South Africa","Food",2004,9.09090909090909,-0.292557098373058,0.504203354967833
"1891","South Africa","Goods",2004,0,0.891826655670744,0.580388591128442
"1892","South Africa","Government",2004,0,0.210789839983226,0.592265113692334
"1893","South Africa","Gross Fixed Capital Formation",2004,0,-0.236796595417726,0.218169183450753
"1894","South Africa","Housing",2004,16.6666666666667,0.0601333835485861,0.725505037323037
"1895","South Africa","Personal Transportation",2004,90,1.83530671573737,1
"1896","South Africa","Services",2004,22.2222222222222,-0.262981574667156,0.480186742775112
"1897","South Africa","Food",2007,54.5454545454545,0.114252823463767,0.573737840125038
"1898","South Africa","Goods",2007,0,0.968506198009246,0.657605094215863
"1899","South Africa","Government",2007,0,-0.150271261924252,0.566113027709845
"1900","South Africa","Gross Fixed Capital Formation",2007,0,-0.36261949209488,0.313536863204868
"1901","South Africa","Housing",2007,28.5714285714286,0.123163838635275,0.764047420724615
"1902","South Africa","Personal Transportation",2007,66.6666666666667,1.53224267139651,0.780676794469898
"1903","South Africa","Services",2007,38.0952380952381,-0.282780147121724,0.460505327774633
"1904","South Africa","Food",2011,40,0.0722303983652261,0.472986331958892
"1905","South Africa","Government",2011,8.33333333333333,-0.0250823807868205,0.520545403067425
"1906","South Africa","Gross Fixed Capital Formation",2011,0,0.0805454238765464,0.412699482015709
"1907","South Africa","Housing",2011,28.5714285714286,0.220774689211619,0.81103608907003
"1908","South Africa","Services",2011,47.6190476190476,-0.327645192859334,0.48206982223651
"1909","Spain","Food",2004,36.3636363636364,0.40926731027711,0.500365733723623
"1910","Spain","Government",2004,10,0.238700825229125,0.539352002329766
"1911","Spain","Gross Fixed Capital Formation",2004,20,0.775606087886545,0.489363098740205
"1912","Spain","Housing",2004,0,0.990683964019322,0.990684953207519
"1913","Spain","Services",2004,22.2222222222222,0.594152175399035,0.714810217369301
"1914","Spain","Food",2007,36.3636363636364,0.332023556986016,0.504137349776141
"1915","Spain","Government",2007,9.09090909090909,0.328436062899596,0.592677587239788
"1916","Spain","Gross Fixed Capital Formation",2007,16.6666666666667,0.618421036865766,0.554348578470319
"1917","Spain","Housing",2007,14.2857142857143,0.957181973295249,0.991667891823447
"1918","Spain","Personal Transportation",2007,88.8888888888889,1.30817157023994,0.818181818181818
"1919","Spain","Services",2007,33.3333333333333,0.565457981936583,0.707372827870564
"1920","Spain","Food",2011,40,0.191386428237998,0.507952722449334
"1921","Spain","Government",2011,8.33333333333333,0.201769618035058,0.512645929968953
"1922","Spain","Gross Fixed Capital Formation",2011,16.6666666666667,0.937300166815366,0.632048911734222
"1923","Spain","Housing",2011,14.2857142857143,0.912691365363853,0.992973416595609
"1924","Spain","Services",2011,28.5714285714286,0.569144242595881,0.728122488951132
"1925","Sri Lanka","Food",2004,54.5454545454545,-0.165939738003029,0.528053844200669
"1926","Sri Lanka","Gross Fixed Capital Formation",2004,20,-0.0809441642514525,0.263450237575853
"1927","Sri Lanka","Housing",2004,16.6666666666667,-0.17497431878628,0.607916383386495
"1928","Sri Lanka","Services",2004,44.4444444444444,-0.0522986100959886,0.47573593184307
"1929","Sri Lanka","Food",2007,18.1818181818182,-0.0347980075355761,0.585403148878268
"1930","Sri Lanka","Gross Fixed Capital Formation",2007,0,-0.0136606273843573,0.412807503079955
"1931","Sri Lanka","Housing",2007,28.5714285714286,-0.178671072884505,0.622719223465976
"1932","Sri Lanka","Personal Transportation",2007,88.8888888888889,-0.619354322076335,0.496503496503496
"1933","Sri Lanka","Services",2007,47.6190476190476,0.209299551064807,0.578898000425546
"1934","Sri Lanka","Food",2011,50,0.0848978417337852,0.535341569079738
"1935","Sri Lanka","Government",2011,0,-0.279524774538329,0.45732441107817
"1936","Sri Lanka","Gross Fixed Capital Formation",2011,0,0.0202613277197397,0.398795345883926
"1937","Sri Lanka","Housing",2011,28.5714285714286,-0.15320780385195,0.645405962114442
"1938","Sri Lanka","Services",2011,19.047619047619,0.15219386757225,0.643103258987625
"1939","Sweden","Food",2004,45.4545454545455,0.485163641908407,0.545916796273363
"1940","Sweden","Government",2004,10,0.718769702259139,0.641182980462229
"1941","Sweden","Gross Fixed Capital Formation",2004,0,0.194377787674832,0.305577984326148
"1942","Sweden","Housing",2004,0,0.977780539562983,0.986777178376948
"1943","Sweden","Services",2004,11.1111111111111,1.04497421913878,0.833293774849665
"1944","Sweden","Food",2007,45.4545454545455,0.0772736804794855,0.503509632205967
"1945","Sweden","Government",2007,9.09090909090909,0.523604436855578,0.622779712720414
"1946","Sweden","Gross Fixed Capital Formation",2007,0,0.0910903771312219,0.397824245717645
"1947","Sweden","Housing",2007,14.2857142857143,0.941661036888631,0.987034794293363
"1948","Sweden","Personal Transportation",2007,88.8888888888889,2.14622630602962,0.958041958041958
"1949","Sweden","Services",2007,19.047619047619,0.907865978918858,0.812581923688323
"1950","Sweden","Food",2011,50,0.136882498858859,0.555970941180242
"1951","Sweden","Government",2011,8.33333333333333,0.617799567976684,0.581080117386286
"1952","Sweden","Gross Fixed Capital Formation",2011,0,0.501958838127457,0.487754802403109
"1953","Sweden","Housing",2011,14.2857142857143,0.893845453295574,0.9874070766447
"1954","Sweden","Services",2011,28.5714285714286,0.837309082163276,0.782239824702573
"1955","Switzerland","Food",2004,45.4545454545455,1.00355064740577,0.627603461721746
"1956","Switzerland","Government",2004,10,0.983915865648691,0.708439857262209
"1957","Switzerland","Gross Fixed Capital Formation",2004,20,0.321623759245559,0.397353106701639
"1958","Switzerland","Housing",2004,0,1.01166601554331,0.997053767584165
"1959","Switzerland","Services",2004,22.2222222222222,0.940503818362991,0.821122352955364
"1960","Switzerland","Food",2007,45.4545454545455,1.11538639545293,0.692969785285802
"1961","Switzerland","Government",2007,9.09090909090909,0.644621944336439,0.634693594995148
"1962","Switzerland","Gross Fixed Capital Formation",2007,16.6666666666667,0.186189236793104,0.463447366949013
"1963","Switzerland","Housing",2007,14.2857142857143,0.977563888011631,0.997777047815951
"1964","Switzerland","Personal Transportation",2007,88.8888888888889,2.17416146388928,0.962703962703963
"1965","Switzerland","Services",2007,33.3333333333333,0.893840481196053,0.795916422386109
"1966","Switzerland","Food",2011,50,0.525801853547293,0.604054034271231
"1967","Switzerland","Government",2011,8.33333333333333,0.805463880692447,0.606490677254879
"1968","Switzerland","Gross Fixed Capital Formation",2011,16.6666666666667,0.599015522724158,0.570824892516667
"1969","Switzerland","Housing",2011,14.2857142857143,0.931515851848405,0.998553943967894
"1970","Switzerland","Services",2011,33.3333333333333,0.80526162380841,0.769363855528355
